     2    0.10714E+04    0.29555E-01    0.26620E+01    0.10457E+07    0.29287E+05
     3    0.10131E+04    0.63998E-01    0.37860E+01    0.16075E+07    0.34940E+05
     4    0.95414E+03    0.96193E-01    0.43514E+01    0.21042E+07    0.37654E+05
     5    0.90619E+03    0.11722E+00    0.44913E+01    0.25415E+07    0.38822E+05
     6    0.86907E+03    0.12312E+00    0.43534E+01    0.29264E+07    0.39135E+05
     7    0.84101E+03    0.11482E+00    0.40517E+01    0.32667E+07    0.38950E+05
     8    0.82023E+03    0.96612E-01    0.36717E+01    0.35688E+07    0.38413E+05
     9    0.80509E+03    0.74089E-01    0.32686E+01    0.38382E+07    0.37605E+05
    10    0.79472E+03    0.52365E-01    0.28758E+01    0.40785E+07    0.36644E+05
    11    0.78824E+03    0.34888E-01    0.25108E+01    0.42946E+07    0.35655E+05
    12    0.78588E+03    0.23310E-01    0.21871E+01    0.44881E+07    0.34669E+05
    13    0.78575E+03    0.16776E-01    0.19149E+01    0.46615E+07    0.33684E+05
    14    0.78682E+03    0.14423E-01    0.17007E+01    0.48176E+07    0.32695E+05
    15    0.78955E+03    0.14479E-01    0.15468E+01    0.49580E+07    0.31710E+05
    16    0.79448E+03    0.15144E-01    0.14532E+01    0.50842E+07    0.30741E+05
    17    0.80133E+03    0.15622E-01    0.14124E+01    0.51979E+07    0.29806E+05
    18    0.80893E+03    0.15342E-01    0.14163E+01    0.53002E+07    0.28920E+05
    19    0.81811E+03    0.14454E-01    0.14570E+01    0.53921E+07    0.28080E+05
    20    0.82722E+03    0.13355E-01    0.15232E+01    0.54740E+07    0.27282E+05
    21    0.83663E+03    0.12435E-01    0.16047E+01    0.55472E+07    0.26526E+05
    22    0.84660E+03    0.12097E-01    0.16915E+01    0.56126E+07    0.25811E+05
    23    0.85689E+03    0.12446E-01    0.17772E+01    0.56708E+07    0.25130E+05
    24    0.86755E+03    0.13440E-01    0.18571E+01    0.57223E+07    0.24473E+05
    25    0.87856E+03    0.14912E-01    0.19267E+01    0.57676E+07    0.23840E+05
    26    0.88977E+03    0.16636E-01    0.19839E+01    0.58073E+07    0.23233E+05
    27    0.90135E+03    0.18430E-01    0.20266E+01    0.58420E+07    0.22650E+05
    28    0.91312E+03    0.20183E-01    0.20547E+01    0.58719E+07    0.22089E+05
    29    0.92512E+03    0.21911E-01    0.20697E+01    0.58972E+07    0.21545E+05
    30    0.93727E+03    0.23684E-01    0.20724E+01    0.59180E+07    0.21013E+05
    31    0.94945E+03    0.25625E-01    0.20658E+01    0.59349E+07    0.20496E+05
    32    0.96190E+03    0.27847E-01    0.20526E+01    0.59483E+07    0.19997E+05
    33    0.97463E+03    0.30418E-01    0.20332E+01    0.59586E+07    0.19519E+05
    34    0.98745E+03    0.33391E-01    0.20083E+01    0.59659E+07    0.19062E+05
    35    0.10004E+04    0.36756E-01    0.19813E+01    0.59703E+07    0.18621E+05
    36    0.10133E+04    0.40491E-01    0.19539E+01    0.59721E+07    0.18192E+05
    37    0.10263E+04    0.44539E-01    0.19237E+01    0.59716E+07    0.17775E+05
    38    0.10395E+04    0.48853E-01    0.18896E+01    0.59688E+07    0.17377E+05
    39    0.10531E+04    0.53422E-01    0.18513E+01    0.59639E+07    0.16997E+05
    40    0.10666E+04    0.58255E-01    0.18086E+01    0.59570E+07    0.16635E+05
    41    0.10804E+04    0.63361E-01    0.17608E+01    0.59483E+07    0.16291E+05
    42    0.10941E+04    0.68745E-01    0.17056E+01    0.59378E+07    0.15962E+05
    43    0.11080E+04    0.74411E-01    0.16405E+01    0.59256E+07    0.15647E+05
    44    0.11218E+04    0.80346E-01    0.15638E+01    0.59120E+07    0.15344E+05
    45    0.11359E+04    0.86549E-01    0.14740E+01    0.58970E+07    0.15050E+05
    46    0.11502E+04    0.93020E-01    0.13680E+01    0.58807E+07    0.14764E+05
    47    0.11646E+04    0.99745E-01    0.12462E+01    0.58633E+07    0.14484E+05
    48    0.11791E+04    0.10671E+00    0.11129E+01    0.58448E+07    0.14212E+05
    49    0.11936E+04    0.11389E+00    0.97171E+00    0.58253E+07    0.13947E+05
    50    0.12085E+04    0.12124E+00    0.81940E+00    0.58048E+07    0.13688E+05
    51    0.12235E+04    0.12872E+00    0.65156E+00    0.57836E+07    0.13436E+05
    52    0.12389E+04    0.13644E+00    0.46454E+00    0.57615E+07    0.13192E+05
    53    0.12542E+04    0.14457E+00    0.25673E+00    0.57387E+07    0.12954E+05
    54    0.12694E+04    0.15314E+00    0.34483E-01    0.57152E+07    0.12723E+05
    55    0.12847E+04    0.16214E+00   -0.19572E+00    0.56911E+07    0.12499E+05
    56    0.13003E+04    0.17145E+00   -0.43391E+00    0.56664E+07    0.12283E+05
    57    0.13161E+04    0.18095E+00   -0.67989E+00    0.56412E+07    0.12073E+05
    58    0.13322E+04    0.19062E+00   -0.93461E+00    0.56155E+07    0.11869E+05
    59    0.13484E+04    0.20047E+00   -0.11990E+01    0.55892E+07    0.11670E+05
