     2    0.11304E+04    0.54881E-01    0.33998E+01    0.10135E+07    0.32045E+05
     3    0.10521E+04    0.88313E-01    0.42507E+01    0.15600E+07    0.38017E+05
     4    0.97945E+03    0.97755E-01    0.43582E+01    0.20438E+07    0.40766E+05
     5    0.92349E+03    0.85339E-01    0.40269E+01    0.24702E+07    0.41809E+05
     6    0.88281E+03    0.62030E-01    0.34917E+01    0.28459E+07    0.41908E+05
     7    0.85448E+03    0.38882E-01    0.29010E+01    0.31785E+07    0.41491E+05
     8    0.83527E+03    0.22214E-01    0.23452E+01    0.34740E+07    0.40742E+05
     9    0.82305E+03    0.13102E-01    0.18703E+01    0.37377E+07    0.39760E+05
    10    0.81625E+03    0.94193E-02    0.15011E+01    0.39734E+07    0.38643E+05
    11    0.81330E+03    0.82926E-02    0.12456E+01    0.41856E+07    0.37517E+05
    12    0.81431E+03    0.77399E-02    0.11012E+01    0.43758E+07    0.36441E+05
    13    0.81748E+03    0.69109E-02    0.10436E+01    0.45465E+07    0.35420E+05
    14    0.82190E+03    0.60053E-02    0.10439E+01    0.47004E+07    0.34444E+05
    15    0.82780E+03    0.53140E-02    0.10831E+01    0.48391E+07    0.33483E+05
    16    0.83558E+03    0.50432E-02    0.11455E+01    0.49640E+07    0.32515E+05
    17    0.84513E+03    0.51886E-02    0.12160E+01    0.50766E+07    0.31564E+05
    18    0.85551E+03    0.55084E-02    0.12830E+01    0.51782E+07    0.30661E+05
    19    0.86754E+03    0.58698E-02    0.13411E+01    0.52696E+07    0.29798E+05
    20    0.87953E+03    0.62505E-02    0.13853E+01    0.53513E+07    0.28961E+05
    21    0.89185E+03    0.66954E-02    0.14218E+01    0.54243E+07    0.28145E+05
    22    0.90474E+03    0.73363E-02    0.14569E+01    0.54899E+07    0.27348E+05
    23    0.91803E+03    0.82281E-02    0.14922E+01    0.55483E+07    0.26579E+05
    24    0.93177E+03    0.93665E-02    0.15283E+01    0.56001E+07    0.25844E+05
    25    0.94590E+03    0.10761E-01    0.15671E+01    0.56459E+07    0.25145E+05
    26    0.96023E+03    0.12379E-01    0.16112E+01    0.56861E+07    0.24478E+05
    27    0.97499E+03    0.14178E-01    0.16577E+01    0.57214E+07    0.23838E+05
    28    0.99004E+03    0.16144E-01    0.17038E+01    0.57520E+07    0.23220E+05
    29    0.10054E+04    0.18288E-01    0.17475E+01    0.57780E+07    0.22628E+05
    30    0.10211E+04    0.20624E-01    0.17856E+01    0.57995E+07    0.22067E+05
    31    0.10368E+04    0.23139E-01    0.18159E+01    0.58172E+07    0.21530E+05
    32    0.10529E+04    0.25807E-01    0.18361E+01    0.58314E+07    0.21010E+05
    33    0.10694E+04    0.28638E-01    0.18435E+01    0.58425E+07    0.20503E+05
    34    0.10861E+04    0.31662E-01    0.18372E+01    0.58505E+07    0.20006E+05
    35    0.11030E+04    0.34901E-01    0.18217E+01    0.58557E+07    0.19519E+05
    36    0.11199E+04    0.38375E-01    0.17997E+01    0.58583E+07    0.19045E+05
    37    0.11370E+04    0.42077E-01    0.17673E+01    0.58585E+07    0.18593E+05
    38    0.11545E+04    0.46004E-01    0.17224E+01    0.58565E+07    0.18170E+05
    39    0.11723E+04    0.50166E-01    0.16670E+01    0.58523E+07    0.17770E+05
    40    0.11903E+04    0.54586E-01    0.16041E+01    0.58461E+07    0.17384E+05
    41    0.12085E+04    0.59283E-01    0.15354E+01    0.58380E+07    0.17006E+05
    42    0.12268E+04    0.64259E-01    0.14592E+01    0.58281E+07    0.16634E+05
    43    0.12451E+04    0.69510E-01    0.13726E+01    0.58166E+07    0.16271E+05
    44    0.12635E+04    0.75017E-01    0.12736E+01    0.58035E+07    0.15919E+05
    45    0.12822E+04    0.80772E-01    0.11603E+01    0.57891E+07    0.15578E+05
    46    0.13012E+04    0.86771E-01    0.10298E+01    0.57733E+07    0.15250E+05
    47    0.13203E+04    0.93017E-01    0.88364E+00    0.57563E+07    0.14932E+05
    48    0.13395E+04    0.99521E-01    0.72763E+00    0.57382E+07    0.14624E+05
    49    0.13589E+04    0.10627E+00    0.56679E+00    0.57191E+07    0.14322E+05
    50    0.13787E+04    0.11325E+00    0.39941E+00    0.56990E+07    0.14025E+05
    51    0.13987E+04    0.12044E+00    0.22195E+00    0.56781E+07    0.13730E+05
    52    0.14190E+04    0.12791E+00    0.29183E-01    0.56563E+07    0.13439E+05
    53    0.14394E+04    0.13581E+00   -0.18268E+00    0.56337E+07    0.13157E+05
    54    0.14597E+04    0.14413E+00   -0.40945E+00    0.56105E+07    0.12884E+05
    55    0.14801E+04    0.15284E+00   -0.64685E+00    0.55865E+07    0.12624E+05
    56    0.15009E+04    0.16179E+00   -0.89667E+00    0.55620E+07    0.12378E+05
    57    0.15220E+04    0.17088E+00   -0.11587E+01    0.55369E+07    0.12146E+05
    58    0.15433E+04    0.18012E+00   -0.14336E+01    0.55112E+07    0.11924E+05
    59    0.15649E+04    0.18955E+00   -0.17219E+01    0.54850E+07    0.11709E+05
    60    0.15865E+04    0.19922E+00   -0.20228E+01    0.54583E+07    0.11500E+05
    61    0.16087E+04    0.20924E+00   -0.23353E+01    0.54312E+07    0.11294E+05
    62    0.16307E+04    0.21959E+00   -0.26604E+01    0.54036E+07    0.11090E+05
    63    0.16529E+04    0.23023E+00   -0.29992E+01    0.53757E+07    0.10887E+05
    64    0.16754E+04    0.24116E+00   -0.33530E+01    0.53475E+07    0.10686E+05
    65    0.16980E+04    0.25235E+00   -0.37225E+01    0.53191E+07    0.10486E+05
    66    0.17209E+04    0.26375E+00   -0.41058E+01    0.52904E+07    0.10287E+05
    67    0.17439E+04    0.27535E+00   -0.45002E+01    0.52615E+07    0.10091E+05
    68    0.17674E+04    0.28719E+00   -0.49039E+01    0.52324E+07    0.98981E+04
    69    0.17911E+04    0.29923E+00   -0.53150E+01    0.52032E+07    0.97114E+04
    70    0.18151E+04    0.31151E+00   -0.57350E+01    0.51739E+07    0.95324E+04
    71    0.18392E+04    0.32403E+00   -0.61662E+01    0.51445E+07    0.93624E+04
    72    0.18635E+04    0.33675E+00   -0.66101E+01    0.51150E+07    0.92005E+04
    73    0.18879E+04    0.34964E+00   -0.70674E+01    0.50854E+07    0.90455E+04
    74    0.19126E+04    0.36270E+00   -0.75372E+01    0.50557E+07    0.88960E+04
    75    0.19375E+04    0.37593E+00   -0.80183E+01    0.50259E+07    0.87508E+04
    76    0.19627E+04    0.38932E+00   -0.85099E+01    0.49961E+07    0.86087E+04
    77    0.19883E+04    0.40289E+00   -0.90120E+01    0.49662E+07    0.84691E+04
    78    0.20142E+04    0.41664E+00   -0.95260E+01    0.49362E+07    0.83312E+04
    79    0.20403E+04    0.43053E+00   -0.10048E+02    0.49062E+07    0.81946E+04
    80    0.20667E+04    0.44455E+00   -0.10579E+02    0.48762E+07    0.80587E+04
    81    0.20932E+04    0.45867E+00   -0.11121E+02    0.48463E+07    0.79231E+04
    82    0.21200E+04    0.47289E+00   -0.11671E+02    0.48164E+07    0.77884E+04
    83    0.21470E+04    0.48720E+00   -0.12230E+02    0.47865E+07    0.76552E+04
    84    0.21742E+04    0.50158E+00   -0.12795E+02    0.47567E+07    0.75244E+04
    85    0.22016E+04    0.51603E+00   -0.13367E+02    0.47269E+07    0.73966E+04
    86    0.22292E+04    0.53054E+00   -0.13946E+02    0.46973E+07    0.72725E+04
    87    0.22571E+04    0.54510E+00   -0.14531E+02    0.46677E+07    0.71519E+04
    88    0.22851E+04    0.55970E+00   -0.15121E+02    0.46382E+07    0.70347E+04
    89    0.23134E+04    0.57435E+00   -0.15719E+02    0.46088E+07    0.69205E+04
    90    0.23419E+04    0.58900E+00   -0.16322E+02    0.45796E+07    0.68092E+04
    91    0.23706E+04    0.60364E+00   -0.16929E+02    0.45504E+07    0.67005E+04
    92    0.23995E+04    0.61826E+00   -0.17542E+02    0.45214E+07    0.65943E+04
    93    0.24288E+04    0.63286E+00   -0.18159E+02    0.44926E+07    0.64905E+04
    94    0.24580E+04    0.64739E+00   -0.18779E+02    0.44638E+07    0.63891E+04
    95    0.24876E+04    0.66186E+00   -0.19404E+02    0.44352E+07    0.62900E+04
    96    0.25172E+04    0.67625E+00   -0.20031E+02    0.44067E+07    0.61930E+04
    97    0.25472E+04    0.69056E+00   -0.20662E+02    0.43783E+07    0.60983E+04
    98    0.25774E+04    0.70477E+00   -0.21292E+02    0.43501E+07    0.60055E+04
    99    0.26076E+04    0.71884E+00   -0.21926E+02    0.43221E+07    0.59148E+04
   100    0.26382E+04    0.73278E+00   -0.22560E+02    0.42942E+07    0.58259E+04
   101    0.26689E+04    0.74665E+00   -0.23195E+02    0.42664E+07    0.57389E+04
   102    0.27001E+04    0.76030E+00   -0.23830E+02    0.42388E+07    0.56536E+04
   103    0.27312E+04    0.77380E+00   -0.24465E+02    0.42114E+07    0.55700E+04
   104    0.27626E+04    0.78716E+00   -0.25098E+02    0.41841E+07    0.54880E+04
   105    0.27941E+04    0.80030E+00   -0.25730E+02    0.41570E+07    0.54075E+04
   106    0.28258E+04    0.81330E+00   -0.26361E+02    0.41300E+07    0.53284E+04
   107    0.28574E+04    0.82601E+00   -0.26989E+02    0.41032E+07    0.52507E+04
   108    0.28894E+04    0.83850E+00   -0.27614E+02    0.40766E+07    0.51743E+04
   109    0.29216E+04    0.85070E+00   -0.28236E+02    0.40502E+07    0.50992E+04
   110    0.29538E+04    0.86261E+00   -0.28853E+02    0.40239E+07    0.50251E+04
   111    0.29862E+04    0.87431E+00   -0.29466E+02    0.39978E+07    0.49522E+04
   112    0.30187E+04    0.88572E+00   -0.30075E+02    0.39719E+07    0.48803E+04
   113    0.30515E+04    0.89685E+00   -0.30678E+02    0.39462E+07    0.48094E+04
   114    0.30843E+04    0.90761E+00   -0.31274E+02    0.39207E+07    0.47396E+04
   115    0.31173E+04    0.91816E+00   -0.31863E+02    0.38954E+07    0.46709E+04
   116    0.31503E+04    0.92828E+00   -0.32446E+02    0.38702E+07    0.46032E+04
   117    0.31837E+04    0.93803E+00   -0.33020E+02    0.38452E+07    0.45367E+04
   118    0.32171E+04    0.94758E+00   -0.33586E+02    0.38204E+07    0.44711E+04
   119    0.32506E+04    0.95676E+00   -0.34143E+02    0.37958E+07    0.44066E+04
   120    0.32842E+04    0.96544E+00   -0.34690E+02    0.37714E+07    0.43432E+04
   121    0.33178E+04    0.97390E+00   -0.35228E+02    0.37471E+07    0.42809E+04
   122    0.33514E+04    0.98186E+00   -0.35754E+02    0.37231E+07    0.42196E+04
   123    0.33851E+04    0.98939E+00   -0.36271E+02    0.36992E+07    0.41594E+04
   124    0.34189E+04    0.99656E+00   -0.36774E+02    0.36755E+07    0.41002E+04
   125    0.34526E+04    0.10033E+01   -0.37266E+02    0.36520E+07    0.40422E+04
   126    0.34865E+04    0.10097E+01   -0.37745E+02    0.36287E+07    0.39851E+04
   127    0.35203E+04    0.10155E+01   -0.38212E+02    0.36055E+07    0.39292E+04
   128    0.35541E+04    0.10211E+01   -0.38665E+02    0.35826E+07    0.38743E+04
   129    0.35879E+04    0.10261E+01   -0.39104E+02    0.35598E+07    0.38205E+04
   130    0.36217E+04    0.10306E+01   -0.39528E+02    0.35372E+07    0.37677E+04
   131    0.36555E+04    0.10347E+01   -0.39938E+02    0.35148E+07    0.37160E+04
   132    0.36894E+04    0.10384E+01   -0.40332E+02    0.34925E+07    0.36653E+04
   133    0.37231E+04    0.10416E+01   -0.40711E+02    0.34705E+07    0.36157E+04
   134    0.37569E+04    0.10444E+01   -0.41072E+02    0.34486E+07    0.35670E+04
   135    0.37906E+04    0.10467E+01   -0.41417E+02    0.34270E+07    0.35193E+04
   136    0.38242E+04    0.10485E+01   -0.41743E+02    0.34054E+07    0.34724E+04
   137    0.38578E+04    0.10498E+01   -0.42051E+02    0.33841E+07    0.34265E+04
   138    0.38912E+04    0.10507E+01   -0.42341E+02    0.33630E+07    0.33815E+04
   139    0.39245E+04    0.10512E+01   -0.42612E+02    0.33420E+07    0.33372E+04
   140    0.39578E+04    0.10511E+01   -0.42865E+02    0.33212E+07    0.32938E+04
   141    0.39909E+04    0.10505E+01   -0.43096E+02    0.33005E+07    0.32511E+04
   142    0.40239E+04    0.10495E+01   -0.43308E+02    0.32801E+07    0.32092E+04
   143    0.40569E+04    0.10481E+01   -0.43500E+02    0.32598E+07    0.31680E+04
   144    0.40897E+04    0.10462E+01   -0.43671E+02    0.32397E+07    0.31275E+04
   145    0.41223E+04    0.10439E+01   -0.43821E+02    0.32197E+07    0.30876E+04
   146    0.41550E+04    0.10410E+01   -0.43950E+02    0.31999E+07    0.30484E+04
   147    0.41873E+04    0.10378E+01   -0.44056E+02    0.31803E+07    0.30097E+04
   148    0.42195E+04    0.10341E+01   -0.44141E+02    0.31608E+07    0.29717E+04
   149    0.42516E+04    0.10300E+01   -0.44204E+02    0.31415E+07    0.29341E+04
   150    0.42834E+04    0.10255E+01   -0.44241E+02    0.31224E+07    0.28971E+04
   151    0.43150E+04    0.10206E+01   -0.44257E+02    0.31034E+07    0.28605E+04
   152    0.43464E+04    0.10152E+01   -0.44250E+02    0.30846E+07    0.28245E+04
   153    0.43776E+04    0.10095E+01   -0.44217E+02    0.30659E+07    0.27889E+04
   154    0.44086E+04    0.10034E+01   -0.44160E+02    0.30474E+07    0.27538E+04
